ID;Planta;Año;Mes;Empleados Propios;Empleados Ajenos;Empleados ETTS;Empleados Subcontrata;Horas Presencia Efectiva Propios;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Horas Formacion General Propios;Empleados Propios - indefinido;Empleados Propios - duración determinada
769;Gonvasolar;2017;OCT;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
810;Gonvasolar;2017;NOV;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
827;Gonvasolar;2017;ENE;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
838;Gonvasolar;2017;FEB;1;0;;;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
854;Gonvasolar;2017;MAR;1;0;;;17.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
870;Gonvasolar;2017;ABR;1;0;;;14.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
913;Gonvasolar;2017;DIC;1;0;;;11.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
954;Gonvasolar;2018;ENE;1;0;0;0;17.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
995;Gonvasolar;2018;FEB;1;0;0;0;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1036;Gonvasolar;2018;MAR;1;0;0;0;16.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
521;Barcelona;2017;MAY;183;40;;;3.124.720.000.000.000.000;411.800.000.000.000.000;318.300.000.000.000.000;28.700.000.000.000.000;2.000.000.000.000.000;61.400.000.000.000.000;;
522;Burgos;2017;MAY;247;10;;;3.819.890.000.000.000.000;176.000.000.000.000.000;0.00000000000000;1.600.000.000.000.000;0.00000000000000;109.830.000.000.000.000;;
523;Tarragona;2017;MAY;45;19;;;797.700.000.000.000.000;129.800.000.000.000.000;174.400.000.000.000.000;300.000.000.000.000;0.00000000000000;10.100.000.000.000.000;;
524;Valencia;2017;MAY;143;18;;;2.342.780.000.000.000.000;0.00000000000000;304.350.000.000.000.000;2.530.000.000.000.000;0.00000000000000;11.830.000.000.000.000;;
525;Portugal;2017;MAY;81;15;;;1.463.165.000.000.000.000;34.750.000.000.000.000;240.000.000.000.000.000;10.434.000.000.000.000;2.175.000.000.000.000;26.159.000.000.000.000;;
526;Laser Barcelona;2017;MAY;20;13;;;381.700.000.000.000.000;0.00000000000000;235.300.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
527;Madrid;2017;MAY;27;0;;;385.420.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;6.000.000.000.000.000;;
528;Vizcaya;2017;MAY;5;0;;;80.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1077;Gonvasolar;2018;ABR;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
530;Navarra;2017;MAY;46;8;;;767.760.000.000.000.000;104.200.000.000.000.000;40.450.000.000.000.000;7.280.000.000.000.000;0.00000000000000;13.340.000.000.000.000;;
531;Galicia;2017;MAY;68;0;;;1.244.250.000.000.000.000;0.00000000000000;0.00000000000000;450.000.000.000.000;0.00000000000000;48.350.000.000.000.000;;
532;Asturias;2017;MAY;253;174;;;3.916.285.000.000.000.000;0.00000000000000;3.044.100.000.000.000.000;0.00000000000000;25.600.000.000.000.000;8.200.000.000.000.000;;
533;Arizona;2017;MAY;22;3;;;368.250.000.000.000.000;0.00000000000000;65.800.000.000.000.000;0.00000000000000;400.000.000.000.000;725.000.000.000.000;;
534;GMS Corporate;2017;MAY;24;0;;;364.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
535;Çepas;2017;MAY;235;59;;;5.481.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;2.600.000.000.000.000;;
536;Colombia;2017;MAY;284;84;;;6.824.100.000.000.000.000;0.00000000000000;2.045.600.000.000.000.000;6.960.000.000.000.000;3.130.000.000.000.000;274.350.000.000.000.000;;
537;Kaluga;2017;MAY;58;6;;;812.650.000.000.000.000;0.00000000000000;77.600.000.000.000.000;2.100.000.000.000.000;0.00000000000000;10.500.000.000.000.000;;
538;Union Street;2017;MAY;199;11;;;3.048.927.000.000.000.000;0.00000000000000;218.200.000.000.000.000;2.000.000.000.000.000;0.00000000000000;47.720.000.000.000.000;;
540;Thüringen;2017;MAY;170;12;;;2.242.170.000.000.000.000;0.00000000000000;209.725.000.000.000.000;11.470.000.000.000.000;0.00000000000000;80.800.000.000.000.000;;
541;Polska;2017;MAY;94;0;;;1.245.690.000.000.000.000;0.00000000000000;0.00000000000000;62.930.000.000.000.000;0.00000000000000;213.470.000.000.000.000;;
542;Senica;2017;MAY;137;0;;;2.218.700.000.000.000.000;0.00000000000000;0.00000000000000;3.000.000.000.000.000;0.00000000000000;29.300.000.000.000.000;;
543;Czech;2017;MAY;55;0;;;861.500.000.000.000.000;0.00000000000000;6.750.000.000.000.000;3.000.000.000.000.000;0.00000000000000;5.400.000.000.000.000;;
544;Puebla;2017;MAY;89;49;;;1.923.250.000.000.000.000;0.00000000000000;949.900.000.000.000.000;5.100.000.000.000.000;25.500.000.000.000.000;23.600.000.000.000.000;;
545;South Carolina;2017;MAY;61;11;;;1.538.950.000.000.000.000;0.00000000000000;246.102.000.000.000.000;13.500.000.000.000.000;0.00000000000000;130.150.000.000.000.000;;
546;Argentina;2017;MAY;48;0;;;405.000.000.000.000.000;0.00000000000000;0.00000000000000;950.000.000.000.000;0.00000000000000;1.150.000.000.000.000;;
547;Campinas;2017;MAY;102;3;;;1.999.313.000.000.000.000;56.100.000.000.000.000;0.00000000000000;9.600.000.000.000.000;0.00000000000000;9.600.000.000.000.000;;
548;Paraná;2017;MAY;100;2;;;1.898.293.000.000.000.000;38.240.000.000.000.000;0.00000000000000;8.230.000.000.000.000;0.00000000000000;19.730.000.000.000.000;;
549;Brasil HQ;2017;MAY;69;1;;;1.238.794.000.000.000.000;0.00000000000000;6.600.000.000.000.000;798.000.000.000.000;0.00000000000000;3.298.000.000.000.000;;
550;Resende;2017;MAY;49;0;;;805.630.000.000.000.000;0.00000000000000;0.00000000000000;4.750.000.000.000.000;0.00000000000000;5.550.000.000.000.000;;
551;Pune;2017;MAY;259;152;;;4.613.750.000.000.000.000;0.00000000000000;3.891.800.000.000.000.000;5.300.000.000.000.000;1.800.000.000.000.000;41.750.000.000.000.000;;
552;Dongguan;2017;MAY;30;0;;;668.650.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;2.650.000.000.000.000;;
554;Laser Brandenburg;2017;MAY;26;15;;;359.590.000.000.000.000;0.00000000000000;241.107.000.000.000.000;300.000.000.000.000;0.00000000000000;300.000.000.000.000;;
1131;Gonvasolar;2018;MAY;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
556;GCF;2017;MAY;176;0;;;2.713.550.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;88.150.000.000.000.000;;
557;Asturias;2017;MAY;18;22;;;286.641.000.000.000.000;0.00000000000000;384.700.000.000.000.000;0.00000000000000;1.600.000.000.000.000;0.50000000000000;;
558;Solar Steel;2017;MAY;10;0;;;174.690.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;4.900.000.000.000.000;;
559;Solar Construction;2017;MAY;9;0;;;151.770.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
560;Road Engineering;2017;MAY;11;0;;;192.920.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;900.000.000.000.000;;
561;Barcelona;2017;JUN;185;49;;;2.968.930.000.000.000.000;380.650.000.000.000.000;354.500.000.000.000.000;27.800.000.000.000.000;1.300.000.000.000.000;63.750.000.000.000.000;;
562;Burgos;2017;JUN;244;10;;;3.536.960.000.000.000.000;178.800.000.000.000.000;0.00000000000000;14.310.000.000.000.000;0.00000000000000;114.370.000.000.000.000;;
563;Tarragona;2017;JUN;45;20;;;739.640.000.000.000.000;150.900.000.000.000.000;164.100.000.000.000.000;800.000.000.000.000;0.00000000000000;8.040.000.000.000.000;;
564;Valencia;2017;JUN;142;24;;;2.317.340.000.000.000.000;0.00000000000000;405.930.000.000.000.000;1.800.000.000.000.000;0.00000000000000;19.800.000.000.000.000;;
565;Portugal;2017;JUN;82;14;;;1.350.392.000.000.000.000;35.200.000.000.000.000;208.400.000.000.000.000;0.66000000000000;1.008.000.000.000.000;39.816.000.000.000.000;;
566;Laser Barcelona;2017;JUN;21;12;;;388.350.000.000.000.000;0.00000000000000;218.300.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
567;Madrid;2017;JUN;28;0;;;429.900.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;4.900.000.000.000.000;;
568;Vizcaya;2017;JUN;5;0;;;88.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1174;Gonvasolar;2018;JUN;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
570;Navarra;2017;JUN;46;7;;;704.130.000.000.000.000;89.600.000.000.000.000;33.350.000.000.000.000;2.700.000.000.000.000;0.00000000000000;11.730.000.000.000.000;;
571;Galicia;2017;JUN;66;1;;;1.171.550.000.000.000.000;0.00000000000000;2.400.000.000.000.000;19.830.000.000.000.000;0.00000000000000;48.640.000.000.000.000;;
572;Asturias;2017;JUN;252;164;;;3.715.057.000.000.000.000;0.00000000000000;2.868.800.000.000.000.000;14.500.000.000.000.000;300.000.000.000.000;57.050.000.000.000.000;;
573;Arizona;2017;JUN;20;3;;;344.610.000.000.000.000;0.00000000000000;60.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
574;GMS Corporate;2017;JUN;24;0;;;394.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
575;Çepas;2017;JUN;254;60;;;5.123.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;22.600.000.000.000.000;;
576;Colombia;2017;JUN;283;97;;;6.697.800.000.000.000.000;0.00000000000000;2.468.400.000.000.000.000;16.400.000.000.000.000;6.450.000.000.000.000;152.450.000.000.000.000;;
577;Kaluga;2017;JUN;59;6;;;868.550.000.000.000.000;0.00000000000000;102.130.000.000.000.000;3.200.000.000.000.000;0.00000000000000;10.300.000.000.000.000;;
578;Union Street;2017;JUN;197;12;;;3.317.612.000.000.000.000;0.00000000000000;249.775.000.000.000.000;21.000.000.000.000.000;0.00000000000000;59.400.000.000.000.000;;
580;Thüringen;2017;JUN;171;15;;;2.187.852.000.000.000.000;0.00000000000000;233.229.000.000.000.000;8.820.000.000.000.000;0.00000000000000;53.400.000.000.000.000;;
581;Polska;2017;JUN;94;0;;;1.226.880.000.000.000.000;0.00000000000000;0.00000000000000;29.790.000.000.000.000;0.00000000000000;203.610.000.000.000.000;;
582;Senica;2017;JUN;138;0;;;2.258.050.000.000.000.000;0.00000000000000;0.00000000000000;4.400.000.000.000.000;0.00000000000000;13.400.000.000.000.000;;
583;Czech;2017;JUN;52;2;;;759.850.000.000.000.000;0.00000000000000;39.750.000.000.000.000;1.200.000.000.000.000;0.00000000000000;2.400.000.000.000.000;;
584;Puebla;2017;JUN;89;46;;;1.862.550.000.000.000.000;0.00000000000000;950.100.000.000.000.000;9.700.000.000.000.000;9.300.000.000.000.000;17.200.000.000.000.000;;
585;South Carolina;2017;JUN;64;12;;;1.819.334.000.000.000.000;0.00000000000000;243.427.000.000.000.000;14.060.000.000.000.000;0.00000000000000;135.040.000.000.000.000;;
586;Argentina;2017;JUN;47;0;;;812.900.000.000.000.000;0.00000000000000;0.00000000000000;1.200.000.000.000.000;0.00000000000000;17.200.000.000.000.000;;
587;Campinas;2017;JUN;110;3;;;1.865.670.000.000.000.000;51.000.000.000.000.000;0.00000000000000;11.150.000.000.000.000;0.00000000000000;21.250.000.000.000.000;;
588;Paraná;2017;JUN;104;2;;;1.820.355.000.000.000.000;36.800.000.000.000.000;0.00000000000000;12.044.000.000.000.000;0.00000000000000;30.844.000.000.000.000;;
589;Brasil HQ;2017;JUN;70;1;;;1.154.120.000.000.000.000;0.00000000000000;17.600.000.000.000.000;264.000.000.000.000;0.00000000000000;2.764.000.000.000.000;;
590;Resende;2017;JUN;50;0;;;752.870.000.000.000.000;0.00000000000000;0.00000000000000;6.000.000.000.000.000;0.00000000000000;6.800.000.000.000.000;;
591;Pune;2017;JUN;259;154;;;4.747.500.000.000.000.000;0.00000000000000;3.717.700.000.000.000.000;14.700.000.000.000.000;0.00000000000000;59.750.000.000.000.000;;
592;Dongguan;2017;JUN;32;0;;;750.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;10.800.000.000.000.000;;
594;Laser Brandenburg;2017;JUN;27;15;;;478.786.000.000.000.000;0.00000000000000;99.693.000.000.000.000;200.000.000.000.000;0.00000000000000;1.750.000.000.000.000;;
1227;Gonvasolar;2018;JUL;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
596;GCF;2017;JUN;174;0;;;2.968.370.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;32.550.000.000.000.000;;
597;Asturias;2017;JUN;18;22;;;283.916.000.000.000.000;0.00000000000000;386.450.000.000.000.000;600.000.000.000.000;0.00000000000000;3.000.000.000.000.000;;
598;Solar Steel;2017;JUN;11;0;;;175.230.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;16.200.000.000.000.000;;
599;Solar Construction;2017;JUN;11;0;;;192.750.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
600;Road Engineering;2017;JUN;11;0;;;191.820.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;5.500.000.000.000.000;;
601;Barcelona;2017;JUL;187;50;;;2.722.950.000.000.000.000;287.400.000.000.000.000;357.300.000.000.000.000;10.950.000.000.000.000;700.000.000.000.000;18.420.000.000.000.000;;
602;Burgos;2017;JUL;235;10;;;3.617.700.000.000.000.000;176.000.000.000.000.000;0.00000000000000;40.600.000.000.000.000;0.00000000000000;165.950.000.000.000.000;;
603;Tarragona;2017;JUL;46;23;;;722.290.000.000.000.000;138.200.000.000.000.000;155.450.000.000.000.000;3.200.000.000.000.000;0.00000000000000;11.050.000.000.000.000;;
604;Valencia;2017;JUL;143;31;;;2.184.530.000.000.000.000;0.00000000000000;501.060.000.000.000.000;1.350.000.000.000.000;0.00000000000000;1.350.000.000.000.000;;
605;Portugal;2017;JUL;81;14;;;1.383.100.000.000.000.000;49.000.000.000.000.000;202.900.000.000.000.000;3.625.000.000.000.000;275.000.000.000.000;6.425.000.000.000.000;;
606;Laser Barcelona;2017;JUL;21;12;;;389.100.000.000.000.000;0.00000000000000;214.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
607;Madrid;2017;JUL;28;0;;;404.770.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
608;Vizcaya;2017;JUL;5;0;;;84.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1317;Gonvasolar;2018;AGO;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
610;Navarra;2017;JUL;46;8;;;352.030.000.000.000.000;77.600.000.000.000.000;42.130.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
611;Galicia;2017;JUL;65;0;;;1.012.000.000.000.000.000;0.00000000000000;27.350.000.000.000.000;3.000.000.000.000.000;700.000.000.000.000;60.430.000.000.000.000;;
612;Asturias;2017;JUL;259;128;;;2.971.114.000.000.000.000;0.00000000000000;2.096.500.000.000.000.000;0.00000000000000;13.600.000.000.000.000;10.200.000.000.000.000;;
613;Arizona;2017;JUL;20;2;;;303.740.000.000.000.000;0.00000000000000;27.500.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
614;GMS Corporate;2017;JUL;21;0;;;352.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
615;Çepas;2017;JUL;291;116;;;6.706.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;17.600.000.000.000.000;;
616;Colombia;2017;JUL;279;69;;;6.717.900.000.000.000.000;0.00000000000000;2.179.900.000.000.000.000;34.290.000.000.000.000;11.330.000.000.000.000;66.190.000.000.000.000;;
617;Kaluga;2017;JUL;58;6;;;976.150.000.000.000.000;0.00000000000000;48.100.000.000.000.000;1.800.000.000.000.000;0.00000000000000;6.800.000.000.000.000;;
618;Union Street;2017;JUL;194;9;;;3.124.488.000.000.000.000;0.00000000000000;249.775.000.000.000.000;19.000.000.000.000.000;0.00000000000000;58.200.000.000.000.000;;
620;Thüringen;2017;JUL;172;17;;;2.033.586.000.000.000.000;0.00000000000000;275.513.000.000.000.000;9.260.000.000.000.000;0.00000000000000;47.230.000.000.000.000;;
621;Polska;2017;JUL;95;0;;;1.182.960.000.000.000.000;0.00000000000000;0.00000000000000;2.480.000.000.000.000;0.00000000000000;39.010.000.000.000.000;;
622;Senica;2017;JUL;135;0;;;2.070.300.000.000.000.000;0.00000000000000;0.00000000000000;4.600.000.000.000.000;0.00000000000000;8.450.000.000.000.000;;
623;Czech;2017;JUL;52;1;;;380.525.000.000.000.000;0.00000000000000;17.250.000.000.000.000;1.500.000.000.000.000;0.00000000000000;2.600.000.000.000.000;;
624;Puebla;2017;JUL;89;47;;;1.768.800.000.000.000.000;0.00000000000000;1.049.750.000.000.000.000;9.350.000.000.000.000;18.900.000.000.000.000;10.450.000.000.000.000;;
625;South Carolina;2017;JUL;56;12;;;792.682.000.000.000.000;0.00000000000000;160.202.000.000.000.000;1.410.000.000.000.000;0.00000000000000;53.040.000.000.000.000;;
626;Argentina;2017;JUL;49;0;;;1.009.600.000.000.000.000;0.00000000000000;0.00000000000000;1.900.000.000.000.000;0.00000000000000;5.100.000.000.000.000;;
627;Campinas;2017;JUL;109;3;;;1.851.370.000.000.000.000;53.550.000.000.000.000;0.00000000000000;8.150.000.000.000.000;0.00000000000000;10.450.000.000.000.000;;
628;Paraná;2017;JUL;103;2;;;1.636.888.000.000.000.000;36.730.000.000.000.000;0.00000000000000;9.494.000.000.000.000;0.00000000000000;76.094.000.000.000.000;;
629;Brasil HQ;2017;JUL;69;1;;;1.107.240.000.000.000.000;0.00000000000000;18.500.000.000.000.000;466.000.000.000.000;0.00000000000000;6.116.000.000.000.000;;
630;Resende;2017;JUL;50;0;;;653.570.000.000.000.000;0.00000000000000;0.00000000000000;4.800.000.000.000.000;0.00000000000000;7.600.000.000.000.000;;
631;Pune;2017;JUL;258;158;;;4.937.150.000.000.000.000;0.00000000000000;3.942.900.000.000.000.000;2.900.000.000.000.000;10.400.000.000.000.000;38.050.000.000.000.000;;
632;Dongguan;2017;JUL;32;0;;;687.250.000.000.000.000;0.00000000000000;0.00000000000000;10.200.000.000.000.000;0.00000000000000;17.450.000.000.000.000;;
634;Laser Brandenburg;2017;JUL;25;17;;;351.490.000.000.000.000;0.00000000000000;263.702.000.000.000.000;0.00000000000000;0.00000000000000;3.890.000.000.000.000;;
1362;Gonvasolar;2018;SEP;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
636;GCF;2017;JUL;172;0;;;2.636.650.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
637;Asturias;2017;JUL;18;17;;;242.085.000.000.000.000;0.00000000000000;286.700.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
638;Solar Steel;2017;JUL;11;0;;;158.050.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
639;Solar Construction;2017;JUL;11;0;;;168.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
640;Road Engineering;2017;JUL;11;0;;;161.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
641;Barcelona;2017;AGO;187;52;;;1.240.130.000.000.000.000;218.900.000.000.000.000;309.150.000.000.000.000;0.00000000000000;600.000.000.000.000;0.00000000000000;;
642;Burgos;2017;AGO;240;5;;;1.503.343.000.000.000.000;94.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
643;Tarragona;2017;AGO;46;22;;;294.790.000.000.000.000;59.550.000.000.000.000;79.750.000.000.000.000;0.00000000000000;0.00000000000000;4.200.000.000.000.000;;
644;Valencia;2017;AGO;143;23;;;1.116.950.000.000.000.000;0.00000000000000;396.830.000.000.000.000;100.000.000.000.000;0.00000000000000;1.700.000.000.000.000;;
645;Portugal;2017;AGO;81;14;;;647.850.000.000.000.000;19.000.000.000.000.000;72.150.000.000.000.000;0.00000000000000;200.000.000.000.000;400.000.000.000.000;;
646;Laser Barcelona;2017;AGO;21;8;;;154.550.000.000.000.000;0.00000000000000;127.750.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
647;Madrid;2017;AGO;28;0;;;87.680.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
648;Vizcaya;2017;AGO;5;0;;;8.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1407;Gonvasolar;2018;OCT;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
650;Navarra;2017;AGO;46;9;;;342.160.000.000.000.000;80.000.000.000.000.000;58.830.000.000.000.000;350.000.000.000.000;0.00000000000000;350.000.000.000.000;;
651;Galicia;2017;AGO;66;1;;;586.790.000.000.000.000;0.00000000000000;11.250.000.000.000.000;200.000.000.000.000;0.00000000000000;28.760.000.000.000.000;;
652;Asturias;2017;AGO;260;162;;;2.649.975.000.000.000.000;0.00000000000000;2.555.200.000.000.000.000;0.00000000000000;0.00000000000000;1.200.000.000.000.000;;
653;Arizona;2017;AGO;14;1;;;274.860.000.000.000.000;0.00000000000000;16.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
654;Baja California;2017;AGO;80;0;;;1.595.610.000.000.000.000;0.00000000000000;0.00000000000000;1.800.000.000.000.000;0.00000000000000;1.800.000.000.000.000;;
655;GMS Corporate;2017;AGO;21;0;;;352.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
656;Çepas;2017;AGO;286;127;;;6.559.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;10.600.000.000.000.000;;
657;Colombia;2017;AGO;274;82;;;6.377.000.000.000.000.000;0.00000000000000;2.188.800.000.000.000.000;28.400.000.000.000.000;16.500.000.000.000.000;116.800.000.000.000.000;;
658;Kaluga;2017;AGO;60;5;;;915.950.000.000.000.000;0.00000000000000;88.800.000.000.000.000;400.000.000.000.000;0.00000000000000;9.250.000.000.000.000;;
660;Union Street;2017;AGO;195;11;;;2.558.844.000.000.000.000;0.00000000000000;249.775.000.000.000.000;16.900.000.000.000.000;0.00000000000000;50.100.000.000.000.000;;
661;Thüringen;2017;AGO;172;13;;;2.240.031.000.000.000.000;0.00000000000000;232.162.000.000.000.000;21.570.000.000.000.000;0.00000000000000;79.390.000.000.000.000;;
662;Polska;2017;AGO;101;0;;;1.322.640.000.000.000.000;0.00000000000000;0.00000000000000;41.055.000.000.000.000;0.00000000000000;83.875.000.000.000.000;;
663;Senica;2017;AGO;138;0;;;2.329.800.000.000.000.000;0.00000000000000;0.00000000000000;4.700.000.000.000.000;0.00000000000000;7.100.000.000.000.000;;
665;Puebla;2017;AGO;88;45;;;1.919.750.000.000.000.000;0.00000000000000;975.000.000.000.000.000;9.600.000.000.000.000;29.600.000.000.000.000;22.650.000.000.000.000;;
666;South Carolina;2017;AGO;57;12;;;1.587.825.000.000.000.000;0.00000000000000;238.202.000.000.000.000;4.100.000.000.000.000;0.00000000000000;65.600.000.000.000.000;;
667;Argentina;2017;AGO;48;0;;;953.250.000.000.000.000;0.00000000000000;0.00000000000000;39.000.000.000.000.000;0.00000000000000;39.000.000.000.000.000;;
668;Campinas;2017;AGO;108;3;;;2.091.990.000.000.000.000;58.650.000.000.000.000;0.00000000000000;5.900.000.000.000.000;0.00000000000000;25.700.000.000.000.000;;
669;Paraná;2017;AGO;101;2;;;1.939.616.000.000.000.000;40.606.000.000.000.000;0.00000000000000;5.592.000.000.000.000;0.00000000000000;9.096.000.000.000.000;;
670;Brasil HQ;2017;AGO;70;1;;;1.269.359.000.000.000.000;0.00000000000000;20.200.000.000.000.000;1.116.000.000.000.000;0.00000000000000;5.800.000.000.000.000;;
671;Resende;2017;AGO;53;0;;;785.580.000.000.000.000;0.00000000000000;0.00000000000000;1.300.000.000.000.000;0.00000000000000;1.900.000.000.000.000;;
672;Pune;2017;AGO;258;144;;;4.783.350.000.000.000.000;0.00000000000000;3.653.600.000.000.000.000;44.550.000.000.000.000;2.750.000.000.000.000;51.200.000.000.000.000;;
674;Dongguan;2017;AGO;32;0;;;712.750.000.000.000.000;0.00000000000000;0.00000000000000;11.200.000.000.000.000;0.00000000000000;26.850.000.000.000.000;;
675;Laser Brandenburg;2017;AGO;30;10;;;394.190.000.000.000.000;0.00000000000000;175.746.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1452;Gonvasolar;2018;NOV;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
677;GCF;2017;AGO;170;0;;;1.191.050.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
678;Asturias;2017;AGO;18;17;;;165.583.000.000.000.000;0.00000000000000;265.300.000.000.000.000;0.00000000000000;0.00000000000000;400.000.000.000.000;;
679;Solar Steel;2017;AGO;11;0;;;150.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
680;Solar Construction;2017;AGO;12;0;;;176.880.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
681;Road Engineering;2017;AGO;11;0;;;105.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
682;Laser Valencia;2017;AGO;3;8;;;36.000.000.000.000.000;0.00000000000000;79.100.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
683;São Leopoldo;2017;AGO;2;0;;;38.080.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;2.400.000.000.000.000;;
684;Laser Valencia;2017;MAY;0;7;;;0.00000000000000;0.00000000000000;105.930.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
