ID;Planta;Año;Mes;Empleados Propios;Empleados Ajenos;Empleados ETTS;Empleados Subcontrata;Horas Presencia Efectiva Propios;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Horas Formacion General Propios;Empleados Propios - indefinido;Empleados Propios - duración determinada
685;São Leopoldo;2017;MAY;2;0;;;38.720.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
686;Baja California;2017;MAY;0;0;;;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
687;Baja California;2017;JUN;0;0;;;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
688;Laser Valencia;2017;JUN;3;6;;;65.600.000.000.000.000;0.00000000000000;96.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
689;São Leopoldo;2017;JUN;2;0;;;36.960.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
690;Baja California;2017;JUL;78;0;;;1.525.700.000.000.000.000;0.00000000000000;0.00000000000000;9.000.000.000.000.000;0.00000000000000;22.000.000.000.000.000;;
691;Laser Valencia;2017;JUL;3;7;;;62.990.000.000.000.000;0.00000000000000;116.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
692;São Leopoldo;2017;JUL;2;0;;;35.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
693;Czech;2017;AGO;50;3;;;415.110.000.000.000.000;0.00000000000000;47.250.000.000.000.000;740.000.000.000.000;0.00000000000000;740.000.000.000.000;;
695;Barcelona;2017;SEP;187;55;;;2.413.190.000.000.000.000;336.690.000.000.000.000;433.700.000.000.000.000;0.00000000000000;2.500.000.000.000.000;20.050.000.000.000.000;;
696;Burgos;2017;SEP;247;13;;;3.734.080.000.000.000.000;228.000.000.000.000.000;0.00000000000000;28.980.000.000.000.000;0.00000000000000;50.880.000.000.000.000;;
697;Tarragona;2017;SEP;46;23;;;603.410.000.000.000.000;119.200.000.000.000.000;157.650.000.000.000.000;10.800.000.000.000.000;0.00000000000000;18.150.000.000.000.000;;
698;Valencia;2017;SEP;143;29;;;2.086.330.000.000.000.000;80.350.000.000.000.000;396.450.000.000.000.000;0.00000000000000;0.00000000000000;500.000.000.000.000;;
699;Portugal;2017;SEP;82;17;;;1.342.025.000.000.000.000;57.600.000.000.000.000;210.700.000.000.000.000;198.000.000.000.000;1.099.000.000.000.000;3.181.000.000.000.000;;
700;Laser Barcelona;2017;SEP;21;15;;;382.080.000.000.000.000;0.00000000000000;246.630.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
701;Madrid;2017;SEP;28;0;;;418.420.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
702;Vizcaya;2017;SEP;5;0;;;84.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1498;Gonvasolar;2018;DIC;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
704;Navarra;2017;SEP;46;10;;;685.210.000.000.000.000;102.400.000.000.000.000;61.050.000.000.000.000;550.000.000.000.000;0.00000000000000;2.100.000.000.000.000;;
705;Galicia;2017;SEP;66;1;;;1.110.780.000.000.000.000;0.00000000000000;28.800.000.000.000.000;0.00000000000000;0.00000000000000;39.200.000.000.000.000;;
706;Asturias;2017;SEP;256;180;;;3.227.531.000.000.000.000;0.00000000000000;2.843.600.000.000.000.000;1.000.000.000.000.000;600.000.000.000.000;9.800.000.000.000.000;;
707;Arizona;2017;SEP;0;0;;;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
708;Baja California;2017;SEP;84;0;;;1.506.200.000.000.000.000;0.00000000000000;0.00000000000000;229.550.000.000.000.000;0.00000000000000;229.550.000.000.000.000;;
709;GMS Corporate;2017;SEP;22;0;;;343.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
710;Çepas;2017;SEP;286;108;;;5.828.300.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;12.000.000.000.000.000;;
711;Colombia;2017;SEP;271;83;;;6.250.000.000.000.000.000;0.00000000000000;2.261.400.000.000.000.000;47.050.000.000.000.000;22.250.000.000.000.000;92.700.000.000.000.000;;
712;Kaluga;2017;SEP;60;6;;;890.300.000.000.000.000;0.00000000000000;92.000.000.000.000.000;600.000.000.000.000;0.00000000000000;9.100.000.000.000.000;;
713;Union Street;2017;SEP;192;17;;;3.378.239.000.000.000.000;0.00000000000000;338.545.000.000.000.000;2.000.000.000.000.000;0.00000000000000;163.200.000.000.000.000;;
714;Thüringen;2017;SEP;171;16;;;2.313.950.000.000.000.000;0.00000000000000;652.752.000.000.000.000;9.080.000.000.000.000;0.00000000000000;69.050.000.000.000.000;;
715;Polska;2017;SEP;100;0;;;1.437.600.000.000.000.000;0.00000000000000;0.00000000000000;18.000.000.000.000.000;0.00000000000000;139.250.000.000.000.000;;
716;Senica;2017;SEP;136;0;;;1.965.200.000.000.000.000;0.00000000000000;0.00000000000000;4.200.000.000.000.000;0.00000000000000;10.800.000.000.000.000;;
717;Czech;2017;SEP;51;1;;;224.275.000.000.000.000;0.00000000000000;22.500.000.000.000.000;4.200.000.000.000.000;0.00000000000000;5.000.000.000.000.000;;
718;Puebla;2017;SEP;87;48;;;1.760.100.000.000.000.000;0.00000000000000;881.850.000.000.000.000;4.800.000.000.000.000;12.000.000.000.000.000;11.000.000.000.000.000;;
719;South Carolina;2017;SEP;59;13;;;1.455.787.000.000.000.000;0.00000000000000;258.646.000.000.000.000;11.750.000.000.000.000;0.00000000000000;125.950.000.000.000.000;;
720;Argentina;2017;SEP;50;0;;;861.200.000.000.000.000;0.00000000000000;0.00000000000000;81.500.000.000.000.000;0.00000000000000;85.500.000.000.000.000;;
721;Campinas;2017;SEP;112;3;;;1.968.470.000.000.000.000;51.000.000.000.000.000;0.00000000000000;11.600.000.000.000.000;0.00000000000000;18.400.000.000.000.000;;
722;Paraná;2017;SEP;103;2;;;1.815.474.000.000.000.000;47.500.000.000.000.000;0.00000000000000;3.968.000.000.000.000;0.00000000000000;16.868.000.000.000.000;;
723;Brasil HQ;2017;SEP;70;1;;;1.094.036.000.000.000.000;0.00000000000000;17.600.000.000.000.000;300.000.000.000.000;0.00000000000000;6.700.000.000.000.000;;
724;Resende;2017;SEP;53;0;;;524.640.000.000.000.000;0.00000000000000;0.00000000000000;1.100.000.000.000.000;0.00000000000000;2.500.000.000.000.000;;
725;Pune;2017;SEP;258;162;;;4.714.350.000.000.000.000;0.00000000000000;3.922.900.000.000.000.000;4.800.000.000.000.000;200.000.000.000.000;48.500.000.000.000.000;;
726;Dongguan;2017;SEP;0;0;;;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
727;Laser Brandenburg;2017;SEP;31;12;;;442.329.000.000.000.000;0.00000000000000;182.723.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1555;Gonvasolar;2019;ENE;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0;0
729;GCF;2017;SEP;175;0;;;2.746.960.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;7.200.000.000.000.000;;
730;Asturias;2017;SEP;18;21;;;233.900.000.000.000.000;0.00000000000000;340.700.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
731;Solar Steel;2017;SEP;11;0;;;157.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;18.000.000.000.000.000;;
732;Solar Construction;2017;SEP;15;0;;;231.940.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;1.800.000.000.000.000;;
733;Road Engineering;2017;SEP;11;0;;;168.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
734;Laser Valencia;2017;SEP;3;11;;;63.050.000.000.000.000;0.00000000000000;182.140.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
735;São Leopoldo;2017;SEP;2;0;;;35.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
736;Barcelona;2017;OCT;187;58;;;2.835.040.000.000.000.000;422.250.000.000.000.000;426.300.000.000.000.000;16.700.000.000.000.000;2.400.000.000.000.000;31.470.000.000.000.000;;
737;Burgos;2017;OCT;247;27;;;2.455.780.000.000.000.000;480.000.000.000.000.000;0.00000000000000;42.180.000.000.000.000;0.00000000000000;156.310.000.000.000.000;;
738;Tarragona;2017;OCT;46;26;;;708.800.000.000.000.000;114.900.000.000.000.000;145.550.000.000.000.000;5.000.000.000.000.000;1.600.000.000.000.000;18.900.000.000.000.000;;
739;Valencia;2017;OCT;143;31;;;2.083.940.000.000.000.000;70.930.000.000.000.000;418.920.000.000.000.000;7.600.000.000.000.000;0.00000000000000;31.100.000.000.000.000;;
740;Portugal;2017;OCT;81;21;;;1.318.800.000.000.000.000;58.100.000.000.000.000;287.800.000.000.000.000;0.00000000000000;1.200.000.000.000.000;10.567.000.000.000.000;;
741;Laser Barcelona;2017;OCT;20;23;;;419.700.000.000.000.000;0.00000000000000;362.100.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
742;Madrid;2017;OCT;28;0;;;419.510.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;9.800.000.000.000.000;;
743;Vizcaya;2017;OCT;5;0;;;84.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1601;Gonvasolar;2019;FEB;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0;0
745;Navarra;2017;OCT;47;15;;;737.180.000.000.000.000;193.600.000.000.000.000;53.250.000.000.000.000;2.000.000.000.000.000;0.00000000000000;17.550.000.000.000.000;;
746;Galicia;2017;OCT;66;4;;;1.243.550.000.000.000.000;49.850.000.000.000.000;21.800.000.000.000.000;0.00000000000000;0.00000000000000;34.760.000.000.000.000;;
747;Asturias;2017;OCT;258;196;;;3.547.444.000.000.000.000;0.00000000000000;3.135.000.000.000.000.000;8.300.000.000.000.000;19.600.000.000.000.000;23.900.000.000.000.000;;
748;Arizona;2017;OCT;11;0;;;194.060.000.000.000.000;0.00000000000000;6.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
749;Baja California;2017;OCT;82;0;;;1.540.900.000.000.000.000;0.00000000000000;0.00000000000000;14.150.000.000.000.000;0.00000000000000;14.150.000.000.000.000;;
750;GMS Corporate;2017;OCT;23;0;;;363.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
751;Çepas;2017;OCT;283;93;;;6.679.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;12.000.000.000.000.000;;
752;Colombia;2017;OCT;263;79;;;5.906.700.000.000.000.000;0.00000000000000;1.971.100.000.000.000.000;66.150.000.000.000.000;11.350.000.000.000.000;82.660.000.000.000.000;;
753;Kaluga;2017;OCT;57;7;;;907.950.000.000.000.000;0.00000000000000;96.100.000.000.000.000;3.400.000.000.000.000;0.00000000000000;14.850.000.000.000.000;;
754;Union Street;2017;OCT;193;19;;;3.310.206.000.000.000.000;0.00000000000000;382.615.000.000.000.000;29.000.000.000.000.000;0.00000000000000;51.900.000.000.000.000;;
755;Thüringen;2017;OCT;168;19;;;2.200.608.000.000.000.000;0.00000000000000;304.742.000.000.000.000;8.150.000.000.000.000;0.00000000000000;65.700.000.000.000.000;;
756;Polska;2017;OCT;100;0;;;1.437.800.000.000.000.000;0.00000000000000;0.00000000000000;33.150.000.000.000.000;0.00000000000000;111.675.000.000.000.000;;
757;Senica;2017;OCT;139;0;;;2.302.550.000.000.000.000;0.00000000000000;0.00000000000000;5.800.000.000.000.000;0.00000000000000;19.400.000.000.000.000;;
758;Czech;2017;OCT;60;2;;;35.200.000.000.000.000;0.00000000000000;34.500.000.000.000.000;3.400.000.000.000.000;0.00000000000000;3.550.000.000.000.000;;
759;Puebla;2017;OCT;87;47;;;1.605.600.000.000.000.000;0.00000000000000;862.550.000.000.000.000;11.700.000.000.000.000;5.000.000.000.000.000;11.700.000.000.000.000;;
760;South Carolina;2017;OCT;68;13;;;1.766.564.000.000.000.000;0.00000000000000;303.821.000.000.000.000;5.600.000.000.000.000;0.00000000000000;22.400.000.000.000.000;;
761;Argentina;2017;OCT;51;0;;;925.250.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;400.000.000.000.000;;
762;Campinas;2017;OCT;119;5;;;2.224.410.000.000.000.000;81.600.000.000.000.000;0.00000000000000;9.830.000.000.000.000;0.00000000000000;27.830.000.000.000.000;;
763;Paraná;2017;OCT;105;2;;;1.901.837.000.000.000.000;35.940.000.000.000.000;0.00000000000000;23.460.000.000.000.000;0.00000000000000;83.758.000.000.000.000;;
764;Brasil HQ;2017;OCT;68;1;;;1.140.680.000.000.000.000;0.00000000000000;18.480.000.000.000.000;9.123.000.000.000.000;0.00000000000000;16.487.000.000.000.000;;
765;Resende;2017;OCT;53;0;;;667.100.000.000.000.000;0.00000000000000;0.00000000000000;900.000.000.000.000;0.00000000000000;1.760.000.000.000.000;;
766;Pune;2017;OCT;259;156;;;4.554.300.000.000.000.000;0.00000000000000;3.732.300.000.000.000.000;0.00000000000000;7.000.000.000.000.000;36.400.000.000.000.000;;
768;Laser Brandenburg;2017;OCT;31;10;;;411.480.000.000.000.000;0.00000000000000;147.435.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1647;Gonvasolar;2019;MAR;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0;0
770;GCF;2017;OCT;175;12;;;2.810.940.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;74.250.000.000.000.000;;
771;Asturias;2017;OCT;14;22;;;231.700.000.000.000.000;0.00000000000000;351.500.000.000.000.000;0.00000000000000;0.00000000000000;750.000.000.000.000;;
772;Solar Steel;2017;OCT;11;0;;;160.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;3.000.000.000.000.000;;
773;Solar Construction;2017;OCT;16;0;;;253.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
774;Road Engineering;2017;OCT;11;0;;;175.060.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;700.000.000.000.000;;
775;Laser Valencia;2017;OCT;3;13;;;59.000.000.000.000.000;0.00000000000000;201.900.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
776;São Leopoldo;2017;OCT;2;0;;;35.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
777;Barcelona;2017;NOV;188;55;;;2.895.090.000.000.000.000;383.570.000.000.000.000;419.200.000.000.000.000;20.000.000.000.000.000;600.000.000.000.000;71.160.000.000.000.000;;
778;Burgos;2017;NOV;245;27;;;3.868.160.000.000.000.000;491.600.000.000.000.000;0.00000000000000;55.630.000.000.000.000;0.00000000000000;152.130.000.000.000.000;;
779;Tarragona;2017;NOV;46;23;;;706.370.000.000.000.000;146.000.000.000.000.000;195.830.000.000.000.000;1.250.000.000.000.000;550.000.000.000.000;13.200.000.000.000.000;;
781;Portugal;2017;NOV;82;20;;;1.380.800.000.000.000.000;57.200.000.000.000.000;283.000.000.000.000.000;1.700.000.000.000.000;4.500.000.000.000.000;16.100.000.000.000.000;;
782;Laser Barcelona;2017;NOV;21;18;;;409.250.000.000.000.000;0.00000000000000;305.500.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
783;Madrid;2017;NOV;29;0;;;400.300.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;11.400.000.000.000.000;;
784;Vizcaya;2017;NOV;5;0;;;80.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1831;Gonvasolar;2019;ABR;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0;0
786;Navarra;2017;NOV;47;16;;;756.990.000.000.000.000;195.200.000.000.000.000;67.010.000.000.000.000;9.450.000.000.000.000;0.00000000000000;13.360.000.000.000.000;;
787;Galicia;2017;NOV;75;2;;;1.283.450.000.000.000.000;23.050.000.000.000.000;33.800.000.000.000.000;2.100.000.000.000.000;0.00000000000000;79.460.000.000.000.000;;
788;Asturias;2017;NOV;264;218;;;3.897.862.000.000.000.000;0.00000000000000;3.661.000.000.000.000.000;32.700.000.000.000.000;0.00000000000000;40.000.000.000.000.000;;
789;Arizona;2017;NOV;11;0;;;162.455.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
790;Baja California;2017;NOV;85;0;;;1.901.670.000.000.000.000;0.00000000000000;0.00000000000000;14.550.000.000.000.000;0.00000000000000;48.610.000.000.000.000;;
791;GMS Corporate;2017;NOV;23;0;;;351.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
793;Colombia;2017;NOV;257;81;;;6.111.400.000.000.000.000;0.00000000000000;1.950.300.000.000.000.000;25.650.000.000.000.000;16.500.000.000.000.000;65.450.000.000.000.000;;
794;Kaluga;2017;NOV;57;8;;;870.050.000.000.000.000;0.00000000000000;131.350.000.000.000.000;300.000.000.000.000;0.00000000000000;10.800.000.000.000.000;;
795;Union Street;2017;NOV;201;20;;;3.567.816.000.000.000.000;0.00000000000000;415.345.000.000.000.000;11.900.000.000.000.000;0.00000000000000;65.100.000.000.000.000;;
796;Thüringen;2017;NOV;172;19;;;2.934.526.000.000.000.000;0.00000000000000;335.571.000.000.000.000;10.150.000.000.000.000;0.00000000000000;68.220.000.000.000.000;;
797;Polska;2017;NOV;98;0;;;1.325.910.000.000.000.000;0.00000000000000;0.00000000000000;137.850.000.000.000.000;0.00000000000000;178.840.000.000.000.000;;
798;Senica;2017;NOV;141;0;;;2.157.150.000.000.000.000;0.00000000000000;0.00000000000000;3.500.000.000.000.000;0.00000000000000;9.300.000.000.000.000;;
799;Czech;2017;NOV;64;2;;;954.475.000.000.000.000;0.00000000000000;29.900.000.000.000.000;550.000.000.000.000;0.00000000000000;12.200.000.000.000.000;;
800;Puebla;2017;NOV;86;47;;;1.702.900.000.000.000.000;0.00000000000000;847.450.000.000.000.000;4.800.000.000.000.000;800.000.000.000.000;15.500.000.000.000.000;;
801;South Carolina;2017;NOV;66;13;;;2.160.770.000.000.000.000;0.00000000000000;201.236.000.000.000.000;9.600.000.000.000.000;0.00000000000000;56.100.000.000.000.000;;
802;Argentina;2017;NOV;51;0;;;861.450.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;1.600.000.000.000.000;;
803;Campinas;2017;NOV;120;4;;;2.066.870.000.000.000.000;77.350.000.000.000.000;0.00000000000000;13.300.000.000.000.000;0.00000000000000;50.200.000.000.000.000;;
804;Paraná;2017;NOV;105;3;;;1.779.989.000.000.000.000;44.000.000.000.000.000;10.560.000.000.000.000;25.696.000.000.000.000;0.00000000000000;48.496.000.000.000.000;;
805;Brasil HQ;2017;NOV;70;1;;;1.077.038.000.000.000.000;0.00000000000000;16.720.000.000.000.000;2.066.000.000.000.000;0.00000000000000;25.466.000.000.000.000;;
806;Resende;2017;NOV;64;0;;;829.510.000.000.000.000;0.00000000000000;0.00000000000000;2.300.000.000.000.000;0.00000000000000;9.500.000.000.000.000;;
807;Pune;2017;NOV;257;162;;;4.856.050.000.000.000.000;0.00000000000000;3.865.700.000.000.000.000;1.500.000.000.000.000;12.800.000.000.000.000;15.900.000.000.000.000;;
809;Laser Brandenburg;2017;NOV;31;7;;;413.330.000.000.000.000;0.00000000000000;115.049.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
2061;Gonvasolar;2019;MAY;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0;0
811;GCF;2017;NOV;175;12;;;2.716.520.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;127.000.000.000.000.000;;
812;Asturias;2017;NOV;12;22;;;176.400.000.000.000.000;0.00000000000000;356.000.000.000.000.000;2.400.000.000.000.000;0.00000000000000;2.800.000.000.000.000;;
813;Solar Steel;2017;NOV;12;0;;;192.860.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;4.200.000.000.000.000;;
814;Solar Construction;2017;NOV;19;0;;;315.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
